Puzzle,Solution,
3186.57..96..7..455..9.1......8..97........5.......384.8.7.9....5...3.........43.,318645729962378145547921863625834971834197256179256384483769512251483697796512438,
.95..1...71...8425..........5..1.........43.88...591..52......3.4....29.37.....4.,295471836713968425684532719457813962961724358832659174529147683146385297378296541,
..83.26...5...78......4..1...3...1..14..2.........1237..28.............38.6......,918352674354167892267948315723685149149723568685491237432819756591276483876534921,
7.12......5..436......87..5.1.6.58.42.8....3.........15.....3...4......8326......,791256483852143679634987215913675824278419536465328791589761342147532968326894157,
...4..91............5..98..4.287..3...812....17...35........15.3.9....287...8....,283457916917638245645219873492875631538126794176943582864392157359761428721584369,
....6.124.64.8.........3..882.14...9.........9..8...7..91...8...3.6.2...7.......3,387569124264781395519423768826147539173295486945836271691374852438652917752918643,
.18..9......2....8.......472..1..........5.1...78.......2..89...9.4.23...357...24,718649532543217698926583147259176483384925716167834259472358961891462375635791824,
9...3.....24......1.6..9........62...7...1...3.142..6....7....4..564.31........75,957234186824167953136589427549876231672391548381425769218753694795648312463912875,
.........7.8....255....4.....2.1.47..83..7...1..9........19.5843.......2..9....3.,231759846748631925596824317962315478483267159175948263627193584314586792859472631,
..6.39..7...17.......8...4..179....8...5....4.....7.6.4...1.95...8.9..3...1..4.7.,586439217324175689179826345617943528832561794945287163463718952758692431291354876,
..97...6..7.2.459.2.....4.......2...9...36.......4....7.......142...935.3.6.....7,849753162673214598215698473537982614984136725162547839798365241421879356356421987,
.8.54217...56.3......7..3...76..8...8.21........3......1.....8.3..4....65.7......,683542179795613824241789365476958231832164957159327648914276583328495716567831492,
......47...9....2....7.......86.2....6...894.5...9..3...4.5.36..87.4....32.9.....,856329471749815623231764589498632157163578942572491836914257368687143295325986714,
.2.7....56..829...............26...1...97..86......4...94.....8.67...1522..1...4.,321746895645829713789315264578264931432971586916538427194652378867493152253187649,
............89.6...943.71...35.8..1....5....3..97..86...8......5..9.....6...14...,386145297157892634294367158735486912861529473429731865948653721512978346673214589,
126......9..8...5...8.3.6.2.........6....4...2.3..8..9.....6......5..23.54.91..8.,126475398937862154458139672784691523695324817213758469371286945869547231542913786,
1.8..........6..5.....39......4..6.8.759..34.8....35.....7.1.6..9.6...17......8..,128547936937862154654139782319475628275986341846213579582791463493658217761324895,
4..8......7........36..7294.....3....2....9.19..6..847....2...3.......1...1.4..6.,452839176179264358836517294748193625625478931913652847567921483394786512281345769,
...........3.4.5....42153...2....9.6.9615.4.3...3...5..6.4.........981....1.3.6.2,152973864973846521684215379325784916796152483418369257569421738237698145841537692,
3..56.7.2.9..4.3...4.2....1...1...7.93...4.1.......6.3..2......4..3..5..5...2....,381569742296741385745283961658132479937654218124897653862975134479318526513426897,
..9..57....2.17.95......23..13.......7..........4.3.2.9...3..46.3.6...5.1.4....7.,689325714342817695751964238413276589278159463596483127925731846837642951164598372,
......1...12....9.....9..63..84.....6.......2..3....8.2..1.43...47.69.2...6.8...9,965823174312647598874591263728436915691758432453912687289174356547369821136285749,
..1..4639...2....1.8..39.5...3.5....6......45..54..1..........2.3.9.2....4.3.....,251784639394265871786139254473651928619823745825497163167548392538972416942316587,
....9528....4........21.6.41...34...5.9.......386...1......9.........35165.......,461395287823476195795218634176934528549821763238657419312549876984762351657183942,
..3..2.......9....71...59..6...31.5........26971.......2.....7.5.....3..4.6..9...,893412567265793418714685932642831759358947126971526843129358674587264391436179285,
1.2.........8......7.2..6...4..38...5........8.354..27...7.1.......25.3...64...72,192364785635817294478259613247938561569172348813546927324791856781625439956483172,
............4.53797...9.61.........18..7........5..9.616..5....97.1.64.54.8..7..3,639871254281465379745293618594632781816749532327518946162354897973186425458927163,
...4..1....1....76..4.2.....8.....21...7..3..2.......5.7....6..4..5........1.42.8,856437192321859476794621583689345721145782369237916845578293614412568937963174258,
79.....6161.....34.............4....1.63.5...8391...4....4.....375.......68.19...,793524861612987534584631927257846193146395278839172645921453786375268419468719352,
5...187.6......9....73.2.81.937........28.........36...6.93..5..5..........6.7..2,539418726218576943647392581493765218176289435825143679762931854951824367384657192,
.4.859..1....4..5...37........3...4..5...4.......759..3.2..759........83...2.....,246859371971643852583712469729368145158924637634175928312487596467591283895236714,
7.9................64.....23......24.8...46.7...26...3.95.8..4..2..7..5.6.3.49...,759423168231896475864715932316957824582134697947268513195382746428671359673549281,
6.37.......1.3..4..7.4......3......55.8.6...2.....4...78..13......5...3..246..8..,643781529251936748879425316437192685518367492962854173785213964196548237324679851,
3.8.7.4.119.2..7...57.4.2.9....19......7..5...72.5...3.....4.......9....9..53...7,328976451194285736657341289563419872819723564472658193735164928246897315981532647,
3.489..6...9....7..2.7..4..2...4.9.7.9.6.8.3...3..1..41..3.......2...89..........,374895261659412378821736459216543987497628135583971624165389742732154896948267513,
...8.....5...3...1.1.4.786.8.......5..41........6..23.3.2.78.......2...6..13.....,627819453548236791913457862836742915254193687179685234362578149485921376791364528,
.5...7.31...........12.94....319..421.......5..84...9..9.....1....82..........584,254687931937514628681239457563198742149372865728456193895743216416825379372961584,
.56.9..3........2..18...96.329..........5....8....7....8...1.....7536.8...32..1.6,256198734934675821718423965329864517471352698865917243682741359197536482543289176,
...6....543...98...6.......37..6....65.1.43..9.4.53..8...............574.4....613,189642735437519826265387941371968452658124397924753168513476289896231574742895613,
1....38.5.....596...2..............9.968...4.2..1.........61....1..5.3.....29.6.8,164923875837415962952687431741536289596872143283149756428361597619758324375294618,
..684...7...3..184.1..........5.6.......2...1..8..4.2.........3...71......5..874.,536841297279365184814297536321586479457923861968174325782459613643712958195638742,
5.48.....39.1......8.63..4....7..9...17.8..6...9.5..14........8..5....9......4..6,524897631396142875781635249453761982217489563869253714132976458645328197978514326,
.2.65.9..5.3..9...7.1....3....49...6...5..7......31.......7.3.1..2.6...........4.,824653917563719824791248635238497156149526783657831492485972361912364578376185249,
.9.7....87..6.8....2....41...3....7....9..83.4.........1.....699..1.67..87...93..,395714628741628593628593417163485972257961834489372156514837269932146785876259341,
....4..7..32...6.879.....2.............264..5....59362...7.69.........8.6...25...,865342179132597648794618523526173894389264715471859362243786951957431286618925437,
2.....1.9.4.........8..1..........5...79.....4..5.2.6.8.917.24..2...6....5..486..,236457189145829376978631425682713954517964832493582761869175243724396518351248697,
...9..627.7.1..9.5..............6......8.2.79....3.8....268..........1.3.3.5.9.82,183945627274168935569327418358796241641852379927431856712683594895274163436519782,
....1..2..7.46...9.183.7..4...7....1.6.....3...7..2.....9....6.236..9....4..7....,654918327372465819918327654523786941861594732497132586789251463236849175145673298,
...71.8......8....1..65.94...7..8...5.........34....7..98.....37..5....96.....4..,369714825475289136182653947917328564526471398834965271298146753741532689653897412,
.....5.......3..266...2.857........8....76.3.5..1.2......51.....7......9.2..8.16.,287645391159738426643921857796354218412876935538192674364519782871263549925487163,
.5.........2..3..489.51.3..63.......4.1.2......5.......4.1..6....689.52.....5..9.,753248169162973854894516372637489215481725936925361748549132687376894521218657493,
.7.........38...5.9.5......3.2..18..78.3...9.....5..6....1..68..2.5..7.1.39......,874235916263819457915476328352961874786342195491758263547123689628594731139687542,
.3.1.....56.......7..2..53......531..2......7....3..6.45...9..2.....617....4.....,832157496561943728749268531674825319325691847918734265457319682293586174186472953,
..8.953.6....278.....6..4.......4....7698........7...9..........3.8627...62.3...4,728495316641327895359618427293154678176983542485276139817549263934862751562731984,
.65..........15.9..8..3.7.2..6...1...1..83..6...2......2..5..........9.....8.7..3,965728431372415698184639752236574189517983246498261375729356814853142967641897523,
.8.3.5...7.........6598...3..9.....6....74..5...62.....3...2...9..7...4....45...7,284315769793246581165987423849531276326874915571629834437192658958763142612458397,
............3.427.....76....79...6....21...3.5.....1.....2.3..543.9.....6.5.4.3..,387529461956314278214876953179435682862197534543682197791263845438951726625748319,
8.526.4.3......8..21....6......219..5.3.8.....2..45..8....3.59464....3.1.........,895267413736154829214893657468721935573986142921345768187632594642579381359418276,
.7......9....3.......984.63..7.2.......8...7..893.6.........8.63...42.9.2.6.....1,873261459964537182521984763157429638632815974489376215745193826318642597296758341,
.5.2.468.9.....4.5...5...9...8.3.94.16...2....346....8681........5.............3.,753294681912368475846517392278135946169482753534679218681943527395721864427856139,
....8...............3.4.....2.4....5.8.6.5.7.6.9.....3.3.79.8.2.9..2.5....75..9.4,145987326872356491963241758721439685384615279659872143536794812498123567217568934,
7.82...3...............58..5..8....7.16....8.......5...6..27......61.3..2.35.8.69,748261935652983741391475826534892617916754283827136594169327458485619372273548169,
2.....7.3.......54..3.57.1...4.9...8...71.......2.....15.8...498.2..5....3..72..5,215489763786321954943657812674593128328714596591268437157836249862945371439172685,
8.1.2..9..9......435..1......8......7....4..9.4.........794.8.....3....55..18..3.,871426593296853174354719628928571346715634289643298751137945862482367915569182437,
7..54.1...45.....338...........6.831......4..1.6..95....8......6.........17.3695.,769543182245618793381927645954762831872351469136489527528194376693875214417236958,
..5...8..3...9.....6............79...91..83...78...6...4...9.3183......4.1...5.9.,925416873384792156167853429453167982691528347278934615542689731839271564716345298,
..71....6.6...95.14......291................76.....28.85..6.1.......5..2..2.41...,597124836263879541481536729125798364348652917679413285854267193916385472732941658,
.2.....7..74.....3....5..6...7....8.5.68.....9...2......928.......49...8..36.7.4.,625341879174968523398752164247139685536874291981526437419283756762495318853617942,
....3.6...4....592..1....7..3..2.9....4.5.2....7....1......3.267....4........1753,972835641348617592561492378135728964684159237297346815819573426753264189426981753,
8..1..............5416.73..6.9..38.........45...8.9....9...87..4.73.5....1......8,873192564962534187541687329659743812738261945124859673396428751487315296215976438,
........53....61.7...71..2.6....1....32.9...........16..1.3....86.9.5...5....8.3.,217389465348256197956714823689541372132697584475823916791432658863975241524168739,
....179..9...542.3...82.....42.8.1.7.93.....45..........4.7.8..8......1..2.......,265317948981654273437829651642583197193762584578941326314275869859436712726198435,
.........12.9..8..347..1.52.....7..95....2.........3...3.1.9..8..9.741....2.8.7..,968725431125943876347861952284637519593412687671598324736159248859274163412386795,
..239...11.....5...8.....26..3.1..9.....5.........8...6.8.....249...231.....84...,762395481149826573385471926523617894814953267976248135658139742497562318231784659,
.2...4.....95..6..7.3.6...8.........3....7......29638..8.7.2...4...3...72....845.,621874593849523671753169248592381764368457912174296385985742136416935827237618459,
.5.8....6....6.4.3.1.4...8...4..7.......1.2.5...6...31...3....4...15.........68.7,453892176982761453716435982134527698678913245529684731861379524247158369395246817,
.1..6..5.....8...27........6....8..78.....3.......5.8..97...6.3..8..9..1....362..,413267859956184732782593164635918427879642315124375986297851643368429571541736298,
..84..3..6...2..19....3...8...1....7763..92...9.....8.2....6....7........168.....,128495376634728519957631428842163957763589241591247683285976134479312865316854792,
..........4.........6...45...8..6.3..2.5....7.6573.2..7..6.25.9.....8.6....4...73,597164328241853796836927451178246935324589617965731284783612549459378162612495873,
2.475..8......375.....8.....465..2.79.2.......5862..3..3.....9...54..6......7....,264759183189263754573184926346598217912347865758621439437816592895432671621975348,
.8....53.2...8...4479..32....85.........7.6..7.3..8.495..23......4.............2.,186492537235786914479153286618549372942371658753628149567234891824915763391867425,
96..2..43..463..2.....47....2...4..13..........1.....9.3......67...682....8...9.4,967821543584639127213547698826974351395186472471253869132495786749368215658712934,
.93..54.....7..69.6....8.1.5.6...7...7.6..148..........5.....7..8....9.57.9...8..,193265487825714693647398512516842739972653148438179256254986371381427965769531824,
.........1.3.87.94...9..18...98....3......72.....46....1......7.....48.6..26...4.,986451372153287694247963185579812463461539728328746519614398257795124836832675941,
....3....2.3.47...7..6..9.3654.8.............8..7.2.5.479..63.....2.4....8.37....,168539247293147568745628913654983172927415836831762459479856321316294785582371694,
.9...5....8539....34.1...5.....4.5....2..39..4..6593...3...8.2....46.......9.2...,196725438285394167347186259973241586652873941418659372739518624521467893864932715,
.31..2...6.41.........7...82.36....7......2...6.2.91...72..89...........1.879....,731982564684153729529476318293615487415837296867249153372568941946321875158794632,
....54....359.....89...1....6..1......86...943..8.5.6.....97.3...6......47.5.8...,617354829235986147894721653762419385158632794349875261581297436926143578473568912,
4....2.6..5....98.....7.....69.8.......1.....5.4..9........1....97.2....628...57.,471892365253416987986375214769284153832157649514639728345761892197528436628943571,
..9...........7.....4.81.7.5.17.8.9.2.....5.....2.31.7........41.3......7853.29..,379624851812537649654981273531768492267419538498253167926175384143896725785342916,
.3........9......5...89..1.8..5.1..916..8.....7..2..316..1.7..3.........2...3.9..,438715692791246385526893714843571269162389547975624831689157423354962178217438956,
7.9.......367...9.1....3.8....4.1......97...55.....4..6.....9....768...3....347.8,729816534836745192145293687298451376364972815571368429683527941417689253952134768,
.2.54....4........7...........2.73.5...3..26.....51..9..26..4..59.73.....13.2.5..,329546871481973652765182934948267315157394268236851749872615493594738126613429587,
.52.86..3....476.......5....6..3.12.1...2.348..4...5.6...862...............473.8.,952186473318247659647395812869534127175629348234718596491862735783951264526473981,
..8.4.93..5......89.1..2.5......4...........3.7.2.8...78..29....3.45.....158..7..,628745931357916428941382657862534179594671283173298564786129345239457816415863792,
..5.8...1.2..7..98..1.....75.........6.21..83...369...18.9.......3..6.....91.....,795683241326471598841592637532748169967215483418369725184927356273856914659134872,
3.7...9..6....25...2.56..182....1....7.....9.8.9...7.....6....3.......8...3.5.16.,357184926618392547924567318265971834471835692839426751582619473196743285743258169,
9.16.43..3.7.....22...9...651....9...............6...4..9..2...72..5..1.....3.6..,951624378367581492248793156513248967496375281872169534639812745724956813185437629,
..68...2383...2...15....9...8.9.57...9...6....67...25..2....368........1.......9.,476859123839712645152364987284935716591276834367148259725491368948623571613587492,
....4..5...75...9.......6..7.....98..9.3...466.58..3..1..65..3.5.64....1.3....4..,319246758267583194458971623743165982891327546625894317174652839586439271932718465,
.8.....7...6.97....9.51..3......689....18.......4...6.6.......33....4.5991..3...7,581643972436297518297518436142376895769185324853429761674951283328764159915832647,
..4......52.6...4..3.2..1..3.........6.51....17.34..5.75.....31...82.4..4..13....,894751623521683749637294185345976218269518374178342956752469831913825467486137592,
73...2..9........6..2.9.5......7........869....3..5.2.547.2..6...96.....2..5.4...,735162849498753216612498537956271384124386975873945621547829163389617452261534798,
...54..9..5.27...672.3..51....6..3...96.5..............7..3.....19......5....9.62,361548297954271836728396514485617329296853471137924685672135948819462753543789162,
87..3.1.91.......22..68..3.....6..13.....746.....9.7....4...8.....2........97....,876532149135749682249681537782465913593127468461893725924356871657218394318974256,
6.2.75...3..2.6...5.8..........8......36.192.19....6......9.2...8...3..5...1.2...,612875349349216578578934162726389451853641927194527683435798216281463795967152834,
143.65...8.....2.....8.4...3..5......58..1.2..62.4.....1...6.4...4...81......7...,143265978896173254527894361371529486458631729962748135719386542634952817285417693,
.....47..8...7..9....9.325..4.7..81.....5.....1549.......2.........19..7..15...34,593824761862175493174963258649732815738651942215498376357246189486319527921587634,
...3.....2...5..........9..7...9....592..8..73...27..1.4......2...13.85..3...2479,659341728218759643473286915761593284592418367384627591846975132927134856135862479,
......8.523.5...69...8..2..3....81..4.....5.3.....2..6.........5.461....86.93..5.,719426835238571469645893217396758124482169573157342986973285641524617398861934752,
.......17....2...3..34..8.2.8715.6..6.234..7..4.78.1.............8...34...4....81,426538917879621453153497862987152634612349578345786129231864795798215346564973281,
5..1...........7.4..7..8.1..2.8....63..7.482.1..........4...1.52...35678........2,583147269912356784467928513729813456356794821148562397674289135291435678835671942,
546.3...78.346..1.1....7..3..47.....62..............41..1.4.3.5.8.........5.....2,546931827873462519192587463314798256627154938958623741761249385289315674435876192,
.9..3..5......1.......2....6.3.5.2.......7.....21...79.3..7.6..9....534..4..9.725,298734156764581932351926487673859214519247863482163579835472691927615348146398725,
.2.5....4....3....1..4......4.6.2..95......4898.....2...83....1..42..6......98...,826517934479836215135429867341682579562973148987145326258364791794251683613798452,
1..9.....6.....3.5...7.521....6.87..2.5......38.1....6...39....81.....32...8.1...,152983674678214395934765218491658723265437189387129546746392851819576432523841967,
.6..........25..7......74...38...96...5...83.9.7.....5.4..36.9..7......3.....9.8.,762394158194258376583617429438572961625941837917863245841736592279485613356129784,
....3.7...7.2..9..93.7.5.......8..2..5...3...4.....6.5.8...4...2..3...8.3...26...,825439716174268953936715248693581427752643891418972635587194362269357184341826579,
..71...4..1.....5.4.5...7...918..6..35.74...1...9....8.7..3....834............4..,627185349913674852485392716291853674358746291746921538172438965834569127569217483,
.......35....534.1.2....9.69..2..164..2...3...4.....7.23.........6..5..3.59...2..,481692735697853421523417986975238164162574398348169572234781659716925843859346217,
.............5..786..843.......65.1.5..4......3...72..8.......3.....47....218...6,285796341943251678617843529729365814561428937438917265854672193196534782372189456,
3..9.......4.5...1..1.7.6.3...2..1...1.3..5...2..67.9.576..9..............3.16...,362981475784653921951472683839245167617398542425167398576839214198524736243716859,
.....7......4.6.7.....5.4.8...1...6......89.2.6179.85..86.........27.6....9..1245,492817536853426179617953428928145367574368912361792854286534791145279683739681245,
.....4...8.913.....5........2.....633..86.25.59......1..52...3......94..93..46...,217654398869132574453987612128495763374861259596723841745218936681379425932546187,
.9............7..1.......8332....9...8.14........8...7..3.1....4.....31.5..4.8..2,897351426634827591152694783321765948786149235945283167273916854468572319519438672,
......5.........495.....28...9...7...8294..5..3.7....4.9..8..3...8..1...1.45.7..2,946823517823175649571469283419352768782946351635718924297684135358291476164537892,
...723....2...6..4.......5..47.9.......8.....5...728..47.....6..325........4...79,154723986728956134396148752847395621263814597519672843471289365932567418685431279,
1.....4......7.9.8...5.......584..91..1.....528.......4....762.8...96...7.24.....,138629457526374918947518362675843291391762845284951736459187623813296574762435189,
57.......9...54..11.82..7....9..154......5.....14....9..2...897......2.5....3....,576183924923754681148269753239671548487395162651428379312546897864917235795832416,
.9.8..35.5..............1.9......5.......2.9...5.4.231.749...1..1..3.84....7.....,497861352561293784823475169142389576736152498985647231374928615219536847658714923,
...4.1.76......51.......3...6.1...5.17.8.4....452.....4....6....5.....3.3.....4.2,538491276924637518716582349263179854179854623845263197491326785652748931387915462,
..7...14..59.7.....2.5..7.36...2........3.2...914...........31....3..6.7.1...9.5.,387296145459173826126548793634825971578931264291467538862754319945312687713689452,
.7..31.6..3...9.8.5..46..9.9..3............3..8....9....158.37..5.1.7.....794...5,279831564634759281518462793965318427742695138183274956491586372356127849827943615,
........9.83.2...64..........4....2...9...3647....6....7..624..1.2......9...431..,261374859583921746497685231634819527819257364725436918378162495142598673956743182,
.........3.2.4....4.83.....2.5.....3.3.1546....1.3...9...6..18.....153......9..2.,967582431352741968418369257245976813839154672671238549593627184724815396186493725,
.....5....138....2548..2....3.74.8.9.7..........92...3.8.3..1..7.9...........89..,297415638613897542548632791132746859974583216865921473486359127729164385351278964,
...9.2.8.......3.9.....84..6..314...9..............73..2.6.......8.7.12..142.....,437962581852147369196538472675314298983725614241896735329651847568479123714283956,
..2.5......9........71...3.4..9...159...76..25...........4...2.2....3.51..4.6..93,832654179159837264647129538473982615981576342526341987395418726268793451714265893,
..58.1.4.86...49.......57.6..4......9...8..1..519.3..8......17..........3..14...9,795861243863724951412395786284516397937482615651973428549638172176259834328147569,
.7.9..........8....36........8....39..16....7.2....8......5.72.....29.56..716..8.,875946312912538674436217598568472139391685247724391865649853721183729456257164983,
.......4.1.4....2..539..1..2.7..14.3..........4..8...2.3...2....8..97...5....8.97,972316548164875329853924176297651483318249765645783912739162854486597231521438697,
.9.5..........26....4...98..6....4..54..6...2.......3.....36.4..1..4..58.28.5....,697584123185392674234671985863925417541763892972418536759836241316249758428157369,
.........897.6.3....12.3....72...1.8..4.1..633.....49..........14....9.77.34....1,235987614897164325461253879672349158954812763318675492589731246146528937723496581,
.58.4...93.9....5.......7........9.813...5.......3...5..6...41.8.......3...4....7,758146329349827651621593784465712938137985246982634175596378412874261593213459867,
.....6......5..38792..83.........6....6..71..8......25...1.98.........62.52.7....,538716294641592387927483516215834679496257138873961425764129853189345762352678941,
3.6.......5.7........5..346.69.....4.231..59.......1...37......4.....2..29..7..5.,316924875854763921972581346169852734723146598548397162637215489485639217291478653,
.951...836..38..2.2...59..6.........1..8.3..936..41...52.6..........2...9.6.35...,495126783617384925238759146854297631172863459369541872521678394743912568986435217,
.....73.9.5.2.4.......1........9......9.42....243.5...1...5.4..7....321....1..69.,641587329957234186283916754376891542519642873824375961162759438798463215435128697,
8.....21315........274..8..4...3.9...1.2.435...58...........5.7.4..1..3....9.....,894756213156382794327491865478135926619274358235869471981623547742518639563947182,
2.......9.59.3..4.431...2.5.1.6.5....9.8.4.128.4.2......3...1.4......9.3.8.......,268451739759236841431987265312695478596874312874123596923768154647512983185349627,
.2.4.57..5.....3..8...6.5.2.68......49...7.....3.8...723...6.9..7...4........9..5,326415789517298364849763512768541923492637851153982647235176498971854236684329175,
6.....7.9..4......7.36.5......3...2...14.....9.......1......45.1.6..923..52.....7,625134789814927563793685142567391824231478695948256371389712456176549238452863917,
........5..9.82.4...8.4.......629.5......8....3.....7...5..37..34..6..9.29....58.,423976815519382647768541239874629351951738426632154978185293764347865192296417583,
...6.8.......43.586..95.4..1..86.9..9......1...471.8.3........4..5.....7..1..5...,452678391719243658683951472137862945928534716564719823896127534245396187371485269,
...5.6.193.59..8...1..87.2.65.......7.........89..5....9....6..83.........6.5.18.,278546319365921874914387526652174938743698251189235467597813642831462795426759183,
.27.....54.56.72.1.16..3..7...32.......594....4............2..4...9....63.27.1.5.,827419635435687291916253487158326749673594812249178563591862374784935126362741958,
7...1.65.9....714..1..9...2...1.......6.........3.4.....4.....5..9..3....2.56..1.,732418659965237148418695372287156493346972581591384267674821935159743826823569714,
....2..9....9.3....4..5......2496...9.523..4.....1.7..1..........4...9.67...41.3.,387624591651973284249158367872496153915237648463815729128369475534782916796541832,
.3.4...752...8..6...96...8.9.......8.5...4......795..3..7.....23........8...2.6..,638419275215387469749652381973261548152834796486795123567148932321976854894523617,
..175.....2.8..31.8........3.....1.9..857.........94..5.......1.1..9...27....8.4.,641753298927846315853921764374682159198574623265139487582467931416395872739218546,
.4.2..7937....35...5.9...4.8...27.....4...9.151....8......4.13.............8.1..7,648215793792483516153976248869127354324658971517394862286749135471532689935861427,
.7..9.46.6.8..2..12...5.9..............7..149..54..62.......598...........45..27.,573891462698342751241657983427916835836725149915483627362174598759268314184539276,
..67.8.42..5.....8.2.4..76..1......5....3.....4.......8....23....267..1.....5...6,396718542475326198128495763617289435289534671543167289861942357952673814734851926,
5..3....98...2.....2.19..35196.8.....8..5..922.......6..........6.214...4..86...3,571346829839725641624198735196482357387651492245973186718539264963214578452867913,
.3.7.1..6.9..4..3..2...9.....14..........5.1..........4...532.....6..357..612...4,534781926198246735627539148961472583783965412245318679479853261812694357356127894,
